"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"737","Keaton Middleton","COL","D","3","31.35","0","1","0","1","1","100.00","0","-","0","4","0","0","0","0","0","4","2","2","0","0","1","1","0","6","3","1","0","0","-"
"738","Dennis Cholowski","N.J","D","15","210.71666666666667","0","1","0","1","1","25.00","9","0.00","0.4","20","14","4","1","0","1","2","1","1","0","0","0","15","4","3","13","16","0","0","-"
"739","Joona Koppanen","PIT","L","10","105.36666666666666","0","1","0","1","1","50.00","6","0.00","0.91","16","14","10","6","1","2","2","1","1","0","0","1","3","1","9","11","3","6","4","60.00"
"740","Matt Luff","STL","R","5","44.916666666666664","1","0","0","0","1","100.00","5","20.00","0.36","7","5","4","1","1","1","0","0","0","0","0","0","0","2","8","2","4","0","0","-"
"741","Alex Barré-Boulet","COL","C","1","3.466666666666667","0","1","0","1","1","inf","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"742","Dominik Shine","DET","R","5","35.6","1","0","0","0","1","100.00","4","25.00","0.4","4","4","3","2","0","1","0","0","0","0","0","1","2","2","3","1","2","1","0","100.00"
"743","Jonas Rondbjerg","VGK","R","4","46.666666666666664","0","1","1","0","1","50.00","6","0.00","0.86","12","9","9","5","1","1","0","0","0","0","0","0","0","1","0","7","0","0","0","-"
"744","Patrick Giles","S.J","R","3","25.416666666666668","0","1","0","1","1","100.00","2","0.00","0.04","5","2","0","0","0","0","0","0","0","0","0","0","1","0","3","3","2","9","6","60.00"
"745","Adam Boqvist","NYI","D","21","249.56666666666666","0","1","0","1","1","14.29","7","0.00","0.57","24","11","10","0","0","3","6","3","3","0","0","0","7","4","10","28","18","0","0","-"
"746","Philip Tomasino","PIT","R","9","106.31666666666666","0","1","0","1","1","100.00","9","0.00","1.28","20","15","16","5","1","1","0","0","0","0","0","0","3","0","11","17","7","2","2","50.00"
"747","Victor Soderstrom","BOS","D","8","108.46666666666667","0","1","0","1","1","16.67","8","0.00","0.16","15","11","2","0","1","1","0","0","0","0","0","0","11","2","1","22","10","0","0","-"
"748","Sam Colangelo","ANA","R","9","85.41666666666667","1","0","0","0","1","50.00","7","14.29","0.6","17","10","6","2","1","1","4","2","2","0","0","0","8","1","11","8","1","1","1","50.00"
"749","Brendan Brisson","NYR","C","3","28.766666666666666","0","1","0","1","1","100.00","2","0.00","0.49","3","3","3","3","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","-"
"750","Maxim Groshev","T.B","D","2","22.95","0","1","0","1","1","100.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","7","1","0","0","-"
"751","Ethan Cardwell","S.J","R","7","78.35","1","0","0","0","1","50.00","6","16.67","0.86","19","14","11","3","1","1","2","1","1","0","0","0","5","3","9","8","1","0","0","-"
"752","Mikael Pyyhtia","CBJ","L","5","49.4","1","0","0","0","1","100.00","6","16.67","0.69","15","12","7","3","0","3","0","0","0","0","0","0","1","1","1","6","2","0","0","-"
"753","Matt Rempe","NYR","C","26","213.91666666666666","1","0","0","0","1","16.67","15","6.67","2.6","30","24","21","14","1","4","11","4","3","1","0","4","5","2","86","24","6","2","4","33.33"
"754","Zachary L'Heureux","NSH","L","6","59.86666666666667","1","0","0","0","1","100.00","4","25.00","0.8","13","7","9","5","1","0","5","1","0","1","0","2","1","1","13","8","2","1","1","50.00"
"755","Brennan Othmann","NYR","L","17","160.55","1","0","0","0","1","16.67","13","7.69","1.77","22","19","16","7","0","0","11","4","3","1","0","9","4","2","39","12","7","0","2","0.00"
"756","Justin Robidas","CAR","C","2","21.366666666666667","0","1","1","0","1","100.00","2","0.00","0.11","3","2","2","0","0","0","0","0","0","0","0","1","1","0","3","2","1","12","12","50.00"
"757","Jaroslav Chmelar","NYR","R","8","63.166666666666664","1","0","0","0","1","100.00","4","25.00","0.62","8","6","5","4","0","0","7","2","1","1","0","4","2","0","14","4","4","0","0","-"
"758","Tristen Nielsen","COL","C","4","25.216666666666665","0","1","1","0","1","100.00","3","0.00","0.26","6","5","4","1","1","1","0","0","0","0","0","0","2","0","8","0","1","0","0","-"
"759","Owen Beck","MTL","C","15","137.76666666666668","1","0","0","0","1","20.00","11","9.09","1.66","25","19","14","7","0","2","6","3","3","0","0","3","10","2","24","31","8","44","31","58.67"
"760","Luca Del Bel Belluz","CBJ","C","13","112.7","0","1","0","1","1","50.00","10","0.00","0.87","15","13","10","3","0","2","4","2","2","0","0","1","1","2","2","6","10","23","36","38.98"
"761","Isaiah George","NYI","D","2","25.116666666666667","0","1","1","0","1","100.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","2","1","0","0","-"
"762","Kevin Korchinski","CHI","D","4","46.8","0","1","0","1","1","50.00","3","0.00","0.16","4","4","2","1","0","0","2","1","1","0","0","0","7","2","1","5","3","0","0","-"
"763","Brad Lambert","WPG","C","5","42.21666666666667","1","0","0","0","1","100.00","3","33.33","0.24","7","5","2","2","0","1","2","1","1","0","0","0","3","0","3","3","1","0","1","0.00"
"764","Maveric Lamoureux","UTA","D","5","73.2","0","1","1","0","1","20.00","4","0.00","0.18","10","6","3","1","0","1","2","1","1","0","0","0","4","2","11","5","9","0","0","-"
"765","Matthew Poitras","BOS","C","3","34.06666666666667","1","0","0","0","1","100.00","8","12.50","0.53","8","8","6","3","0","1","4","2","2","0","0","3","1","0","0","5","1","6","11","35.29"
"766","Elias Salomonsson","WPG","D","19","309.46666666666664","1","0","0","0","1","11.11","24","4.17","1.38","64","42","20","3","2","6","2","1","1","0","0","1","22","2","25","42","13","0","0","-"
"767","Brian Halonen","N.J","L","9","67.21666666666667","1","0","0","0","1","50.00","4","25.00","0.49","11","8","5","1","0","0","5","1","0","1","0","1","2","2","18","9","2","0","0","-"
"768","Angus Booth","L.A","D","1","12.3","1","0","0","0","1","100.00","1","100.00","0.11","2","2","1","1","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"769","Jared Davidson","MTL","C","10","86.96666666666667","0","1","0","1","1","50.00","9","0.00","1.37","19","13","12","5","0","2","10","5","5","0","0","2","5","1","18","8","1","0","1","0.00"
"770","Alex Bump","PHI","L","1","13.266666666666667","1","0","0","0","1","100.00","1","100.00","0.15","5","3","1","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","-"
"771","Jared Wright","L.A","R","3","27.466666666666665","0","1","1","0","1","100.00","4","0.00","0.64","9","7","5","4","0","2","0","0","0","0","0","0","1","0","5","4","1","0","0","-"
"772","Ivan Ivan","COL","C","7","52.45","0","1","1","0","1","50.00","4","0.00","0.23","6","6","1","1","0","1","2","1","1","0","0","0","3","0","2","6","1","5","9","35.71"
"773","Parker Ford","WPG","C","11","95.61666666666666","0","1","1","0","1","33.33","6","0.00","1.07","19","14","9","4","0","3","4","2","2","0","0","1","1","1","20","15","10","23","28","45.10"
"774","Oscar Fisker Molgaard","SEA","C","3","18.7","0","1","1","0","1","100.00","1","0.00","0.09","3","2","1","1","0","0","0","0","0","0","0","0","2","1","1","2","1","7","5","58.33"
"775","Bradly Nadeau","CAR","L","8","80.46666666666667","1","0","0","0","1","50.00","6","16.67","1.07","16","13","9","5","0","0","0","0","0","0","0","1","6","0","12","11","4","0","1","0.00"
"776","Travis Mitchell","NYI","D","9","102.51666666666667","1","0","0","0","1","33.33","4","25.00","0.23","13","7","5","1","1","1","6","3","3","0","0","2","5","0","13","20","6","0","0","-"
"777","Dmitri Simashev","UTA","D","25","368.75","0","1","1","0","1","14.29","23","0.00","0.97","44","32","13","4","0","5","18","5","4","0","1","1","27","1","8","46","25","0","0","-"
"778","Florian Xhekaj","MTL","L","5","47.96666666666667","0","1","1","0","1","100.00","4","0.00","0.29","8","5","3","2","0","1","7","2","1","1","0","1","4","0","9","2","4","0","0","-"
"779","Charles Alexis Legault","CAR","D","8","101.35","0","1","0","1","1","25.00","8","0.00","0.21","20","14","3","0","0","2","10","5","5","0","0","2","8","4","9","15","5","0","0","-"
"780","Connor Clattenburg","EDM","C","5","35.46666666666667","1","0","0","0","1","100.00","3","33.33","0.97","7","5","5","4","0","1","13","5","4","1","0","4","4","0","17","3","3","0","0","-"
"781","Michael Brandsegg-Nygård","DET","R","10","110.3","0","1","0","1","1","100.00","15","0.00","1.67","32","22","15","8","2","2","2","1","1","0","0","2","9","4","30","17","3","0","0","-"
"782","Harrison Brunicke","PIT","D","9","135.93333333333334","1","0","0","0","1","25.00","8","12.50","0.4","21","14","5","0","0","2","6","3","3","0","0","2","14","1","4","19","13","0","0","-"
"783","Brady Martin","NSH","C","3","29.7","0","1","1","0","1","50.00","2","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","3","0","0","2","2","5","10","33.33"
"784","Quinn Hutson","EDM","R","4","31.966666666666665","1","0","0","0","1","100.00","3","33.33","0.45","6","4","1","1","0","1","0","0","0","0","0","0","3","0","0","1","1","0","1","0.00"
"785","Evgenii Dadonov","N.J","L","18","178.01666666666668","0","0","0","0","0","0.00","15","0.00","1.54","31","20","16","9","1","3","2","1","1","0","0","2","11","2","6","12","11","0","1","0.00"
"786","Dmitry Kulikov","FLA","D","6","83.46666666666667","0","0","0","0","0","-","4","0.00","0.09","7","6","1","0","0","0","0","0","0","0","0","1","4","1","10","3","3","0","0","-"
"787","Justin Dowling","NYR","C","2","14.366666666666667","0","0","0","0","0","-","1","0.00","0.32","3","3","1","1","0","1","0","0","0","0","0","0","0","0","3","1","1","1","2","33.33"
"788","Andrew Agozzino","UTA","L","2","12.116666666666667","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","3","4","42.86"
"789","Justin Holl","STL","D","1","12.566666666666666","0","0","0","0","0","0.00","0","-","0.01","3","1","2","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","-"
"790","Derek Forbort","VAN","D","2","21.55","0","0","0","0","0","0.00","1","0.00","0.05","1","1","1","0","0","0","2","1","1","0","0","0","5","0","2","8","2","0","0","-"
"791","Dylan McIlrath","WSH","D","12","105.75","0","0","0","0","0","0.00","3","0.00","0.15","12","7","0","0","0","0","10","2","0","2","0","3","7","0","23","13","7","0","0","-"
"792","T.J. Tynan","COL","C","1","8.216666666666667","0","0","0","0","0","0.00","1","0.00","0.17","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4","6","40.00"
"793","Joseph LaBate","VAN","C","1","9.516666666666667","0","0","0","0","0","-","2","0.00","0.27","3","3","2","2","0","0","0","0","0","0","0","0","0","0","6","1","2","1","1","50.00"
"794","Erik Gustafsson","DET","D","2","31.466666666666665","0","0","0","0","0","-","2","0.00","0.02","7","2","2","0","0","1","2","1","1","0","0","0","2","1","2","5","1","0","0","-"
"795","Matthew Benning","TOR","D","1","12.35","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","-"
"796","Jaycob Megna","VGK","D","4","41.46666666666667","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","2","1","1","0","0","0","2","0","6","4","1","0","0","-"
"797","John Hayden","SEA","C","3","27.016666666666666","0","0","0","0","0","-","2","0.00","0.22","5","3","2","0","0","0","2","1","1","0","0","0","2","1","7","0","2","5","9","35.71"
"798","Mason Geertsen","BUF","L","5","20.516666666666666","0","0","0","0","0","-","1","0.00","0.01","2","1","0","0","0","0","12","2","1","0","1","0","0","0","8","5","0","0","0","-"
"799","Tomas Nosek","FLA","L","3","25.3","0","0","0","0","0","-","1","0.00","0.01","5","1","2","1","0","1","0","0","0","0","0","0","1","1","8","1","3","10","8","55.56"
"800","Haydn Fleury","WPG","D","21","259.71666666666664","0","0","0","0","0","0.00","12","0.00","0.59","36","22","7","1","0","4","6","3","3","0","0","0","11","6","30","33","26","0","0","-"
"801","Andreas Englund","NSH","D","3","26.4","0","0","0","0","0","-","2","0.00","0.07","3","2","1","0","0","0","2","1","1","0","0","1","2","0","4","2","1","0","0","-"
"802","Nicolas Aube-Kubel","MIN","R","4","47.31666666666667","0","0","0","0","0","-","4","0.00","0.65","9","8","7","2","0","0","6","3","3","0","0","1","1","1","4","4","4","0","4","0.00"
"803","Bokondji Imama","PIT","L","2","15.266666666666667","0","0","0","0","0","-","2","0.00","0.23","4","3","2","1","0","1","5","1","0","1","0","1","2","0","3","2","0","0","0","-"
"804","Hayden Hodgson","OTT","R","9","56.8","0","0","0","0","0","0.00","3","0.00","0.61","10","8","6","2","0","1","11","4","3","1","0","2","3","0","23","5","0","0","0","-"
"805","Dryden Hunt","CGY","L","3","26.8","0","0","0","0","0","-","4","0.00","0.6","5","4","4","4","0","2","2","1","1","0","0","1","3","0","9","0","4","0","0","-"
"806","Dennis Gilbert","OTT","D","1","13.816666666666666","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","1","0","0","-"
"807","Lane Pederson","PHI","C","5","43.71666666666667","0","0","0","0","0","0.00","0","-","0.19","4","2","2","1","0","0","0","0","0","0","0","0","6","1","16","1","3","12","13","48.00"
"808","Riley Tufte","BOS","L","4","41.55","0","0","0","0","0","-","2","0.00","0.15","5","5","1","1","0","0","0","0","0","0","0","0","1","0","7","4","1","0","0","-"
"809","Boris Katchouk","T.B","L","3","30.6","0","0","0","0","0","0.00","0","-","0.24","1","1","1","1","0","0","0","0","0","0","0","0","0","0","5","4","2","6","11","35.29"
"810","Riley Stillman","EDM","D","4","47.95","0","0","0","0","0","0.00","1","0.00","0.28","4","3","1","1","0","0","0","0","0","0","0","0","2","0","7","10","4","0","0","-"
"811","Jacob Moverare","L.A","D","15","131.31666666666666","0","0","0","0","0","0.00","7","0.00","0.13","23","11","7","1","0","2","0","0","0","0","0","0","6","2","3","20","12","0","0","-"
"812","Dylan Coghlan","VGK","D","3","43.96666666666667","0","0","0","0","0","0.00","2","0.00","0.11","7","5","1","0","0","0","2","1","1","0","0","0","2","0","4","5","4","0","0","-"
"813","Zack MacEwen","N.J","R","3","18.8","0","0","0","0","0","-","3","0.00","0.38","6","6","3","2","0","0","0","0","0","0","0","0","2","1","6","2","1","0","2","0.00"
"814","Justin Danforth","BUF","R","4","34.61666666666667","0","0","0","0","0","-","2","0.00","0.17","6","3","2","1","1","0","2","1","1","0","0","0","2","0","3","2","2","14","4","77.78"
"815","Jack Studnicka","FLA","C","18","122.46666666666667","0","0","0","0","0","0.00","15","0.00","1.08","25","19","11","5","1","3","4","2","2","0","0","3","3","2","19","20","6","21","32","39.62"
"816","Michael Callahan","BOS","D","5","58.55","0","0","0","0","0","0.00","3","0.00","0.14","4","4","1","0","0","0","0","0","0","0","0","0","3","2","2","11","8","0","0","-"
"817","Adam Ginning","PHI","D","5","65.75","0","0","0","0","0","0.00","2","0.00","0.09","9","5","2","0","0","0","0","0","0","0","0","0","5","0","4","6","3","0","0","-"
"818","Alexander Romanov","NYI","D","15","245.31666666666666","0","0","0","0","0","0.00","17","0.00","0.51","37","25","4","2","1","1","4","2","2","0","0","2","17","3","29","40","24","0","0","-"
"819","Angus Crookshank","N.J","C","8","68.81666666666666","0","0","0","0","0","0.00","3","0.00","0.14","8","5","2","1","0","0","4","2","2","0","0","1","2","0","5","11","7","1","2","33.33"
"820","Brett Leason","WSH","R","6","49.5","0","0","0","0","0","-","0","-","0.1","3","2","1","0","0","0","0","0","0","0","0","0","1","0","10","4","0","2","3","40.00"
"821","Raphael Lavoie","VGK","C","1","8.566666666666666","0","0","0","0","0","-","0","-","0.03","2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0.00"
"822","Simon Lundmark","T.B","D","1","16.75","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","3","2","0","0","-"
"823","Arthur Kaliyev","OTT","R","2","18.9","0","0","0","0","0","-","3","0.00","0.36","6","3","2","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"824","Domenick Fensore","CAR","D","1","18.1","0","0","0","0","0","-","2","0.00","0.05","5","3","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0","0","-"
"825","Ryan Johnson","BUF","D","3","26.116666666666667","0","0","0","0","0","0.00","0","-","0.03","4","2","0","0","0","0","2","1","1","0","0","0","2","2","2","6","3","0","0","-"
"826","Henry Thrun","TOR","D","4","57.81666666666667","0","0","0","0","0","0.00","4","0.00","0.09","5","5","0","0","0","0","0","0","0","0","0","0","1","0","3","4","4","0","0","-"
"827","Ville Heinola","WPG","D","3","34.06666666666667","0","0","0","0","0","0.00","4","0.00","0.26","7","6","3","0","0","2","0","0","0","0","0","1","1","0","5","7","3","0","0","-"
"828","Sam Poulin","PIT","R","2","26.466666666666665","0","0","0","0","0","-","1","0.00","0.2","6","5","3","1","0","0","0","0","0","0","0","0","1","1","2","5","2","0","0","-"
"829","Jakob Pelletier","T.B","L","2","17.066666666666666","0","0","0","0","0","-","0","-","0.18","3","3","2","1","0","0","0","0","0","0","0","0","1","0","3","3","2","1","0","100.00"
"830","Nathan Légaré","N.J","R","1","8.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0.00"
"831","Matěj Blümel","BOS","R","4","36.96666666666667","0","0","0","0","0","-","2","0.00","0.21","8","4","5","0","0","0","0","0","0","0","0","0","2","0","2","2","2","0","1","0.00"
"832","Hunter Skinner","STL","D","1","10.75","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","-"
"833","Jacob Gaucher","PHI","C","3","24.766666666666666","0","0","0","0","0","-","3","0.00","0.26","4","4","3","2","0","0","0","0","0","0","0","1","2","0","2","1","1","9","9","50.00"
"834","Mitchell Chaffee","T.B","R","7","57.25","0","0","0","0","0","-","8","0.00","1.19","10","9","8","4","0","3","4","2","2","0","0","2","5","0","19","6","2","1","2","33.33"
"835","Brett Berard","NYR","L","13","136.66666666666666","0","0","0","0","0","0.00","9","0.00","1.4","34","21","19","7","0","2","6","2","2","0","0","0","9","1","17","12","9","0","0","-"
"836","Bogdan Trineyev","WSH","R","2","20.566666666666666","0","0","0","0","0","-","1","0.00","0.16","3","3","1","1","0","0","0","0","0","0","0","0","1","1","1","1","2","0","0","-"
"837","Isaak Phillips","WPG","D","3","28.416666666666668","0","0","0","0","0","-","3","0.00","0.05","5","3","0","0","0","0","2","1","1","0","0","1","2","0","3","7","1","0","0","-"
"838","Rory Kerins","CGY","C","2","28.85","0","0","0","0","0","-","1","0.00","0.83","6","5","6","4","1","3","0","0","0","0","0","0","1","0","1","3","3","0","3","0.00"
"839","Trevor Kuntar","BUF","C","1","5.2","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"840","Nils Aman","VAN","C","2","17.316666666666666","0","0","0","0","0","0.00","1","0.00","0.05","3","1","3","0","0","0","0","0","0","0","0","0","1","0","2","1","1","1","1","50.00"
"841","Daniil Miromanov","CGY","D","1","16.266666666666666","0","0","0","0","0","0.00","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","-"
"842","Matt Kiersted","MIN","D","4","50.5","0","0","0","0","0","-","4","0.00","0.05","5","4","1","0","0","1","0","0","0","0","0","0","4","0","0","6","3","0","0","-"
"843","Walker Duehr","WPG","R","3","28.2","0","0","0","0","0","-","2","0.00","0.33","5","5","4","1","0","0","0","0","0","0","0","0","1","2","10","3","1","0","1","0.00"
"844","Xavier Bourgault","OTT","R","2","11.916666666666666","0","0","0","0","0","0.00","3","0.00","0.45","7","6","5","4","1","2","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"845","Tristan Broz","PIT","C","1","11.5","0","0","0","0","0","-","2","0.00","0.06","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","3","50.00"
"846","Ryan Ufko","NSH","D","2","23.05","0","0","0","0","0","0.00","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"847","Joshua Roy","MTL","R","3","29.016666666666666","0","0","0","0","0","0.00","2","0.00","0.1","6","4","2","0","0","0","2","1","1","0","0","0","3","0","6","1","0","0","0","-"
"848","William Stromgren","CGY","L","3","21.716666666666665","0","0","0","0","0","-","2","0.00","0.17","2","2","2","1","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","-"
"849","Carson Lambos","MIN","D","1","9.016666666666667","0","0","0","0","0","0.00","1","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","5","1","0","0","-"
"850","Nikita Chibrikov","WPG","R","8","73.26666666666667","0","0","0","0","0","0.00","5","0.00","0.53","16","9","7","2","0","0","12","5","5","0","0","2","6","2","10","7","5","0","0","-"
"851","Ty Murchison","PHI","D","3","42.06666666666667","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","0","0","0","0","0","0","0","0","3","0","5","6","1","0","0","-"
"852","Ethan Del Mastro","CHI","D","4","53.55","0","0","0","0","0","-","4","0.00","0.08","8","4","2","0","0","0","2","1","1","0","0","0","4","0","8","12","6","0","0","-"
"853","Shane Lachance","N.J","L","1","7.416666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","100.00"
"854","Taylor Makar","COL","L","12","74.51666666666667","0","0","0","0","0","0.00","7","0.00","0.86","15","9","8","5","1","1","4","2","2","0","0","0","1","1","17","9","1","0","2","0.00"
"855","Seamus Casey","N.J","D","2","35.666666666666664","0","0","0","0","0","-","4","0.00","0.16","8","6","1","0","0","0","0","0","0","0","0","0","3","2","0","7","1","0","0","-"
"856","Jack Devine","FLA","R","6","50.016666666666666","0","0","0","0","0","-","5","0.00","0.88","13","10","6","4","0","1","2","1","1","0","0","1","2","0","4","2","0","0","0","-"
"857","Hunter Haight","MIN","C","5","48.016666666666666","0","0","0","0","0","-","4","0.00","0.6","6","5","4","2","1","2","0","0","0","0","0","0","3","1","6","5","1","17","19","47.22"
"858","David Jiricek","MIN","D","25","278.31666666666666","0","0","0","0","0","0.00","14","0.00","0.47","38","20","10","1","0","3","14","7","7","0","0","1","21","3","8","33","16","0","0","-"
"859","Aleksanteri Kaskimaki","STL","C","5","49.266666666666666","0","0","0","0","0","0.00","5","0.00","0.22","7","7","2","1","1","0","0","0","0","0","0","1","2","0","2","7","3","1","1","50.00"
"860","Joakim Kemell","NSH","R","4","37.266666666666666","0","0","0","0","0","-","2","0.00","0.13","5","2","2","1","0","0","0","0","0","0","0","1","1","1","7","1","2","0","2","0.00"
"861","Ivan Miroshnichenko","WSH","L","4","41.8","0","0","0","0","0","0.00","5","0.00","0.66","15","12","7","3","0","3","2","1","1","0","0","1","1","0","7","5","3","0","0","-"
"862","Owen Pickering","PIT","D","4","48.21666666666667","0","0","0","0","0","0.00","1","0.00","0.02","6","2","2","0","0","0","2","1","1","0","0","0","4","1","1","6","2","0","0","-"
"863","Danil Zhilkin","WPG","C","4","29.066666666666666","0","0","0","0","0","0.00","2","0.00","0.14","4","4","1","0","3","0","0","0","0","0","0","0","1","0","3","1","4","6","12","33.33"
"864","Marshall Rifai","TOR","D","1","9.666666666666666","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"865","Georgii Merkulov","BOS","C","1","10.566666666666666","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"866","Kenny Connors","L.A","C","2","16.516666666666666","0","0","0","0","0","-","5","0.00","0.37","7","6","2","1","0","1","0","0","0","0","0","0","1","0","3","0","1","2","5","28.57"
"867","Adam Engstrom","MTL","D","11","135.96666666666667","0","0","0","0","0","0.00","7","0.00","0.26","19","12","6","0","0","3","6","3","3","0","0","1","6","2","4","13","5","0","0","-"
"868","David Spacek","MIN","D","2","21.116666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","2","0","0","-"
"869","Victor Mancini","VAN","D","13","165.31666666666666","0","0","0","0","0","0.00","5","0.00","0.16","15","6","6","0","0","1","5","1","0","1","0","1","8","0","12","28","18","0","0","-"
"870","Xavier Parent","N.J","C","5","42.766666666666666","0","0","0","0","0","-","2","0.00","0.25","6","6","2","1","0","0","2","1","1","0","0","0","1","1","7","4","1","0","0","-"
"871","Luca Pinelli","CBJ","C","3","35.96666666666667","0","0","0","0","0","0.00","4","0.00","0.45","8","7","7","1","0","4","0","0","0","0","0","0","2","0","2","3","1","0","0","-"
"872","Jason Polin","COL","R","3","20.1","0","0","0","0","0","0.00","0","-","0.18","2","2","2","0","0","1","0","0","0","0","0","0","0","0","9","3","3","0","0","-"
"873","Cole McWard","NYI","D","3","41.2","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","3","2","4","5","5","0","0","-"
"874","Zayne Parekh","CGY","D","18","224.76666666666668","0","0","0","0","0","0.00","10","0.00","0.55","40","17","13","1","0","2","2","1","1","0","0","5","22","4","5","32","7","0","0","-"
"875","Jett Luchanko","PHI","C","4","35.266666666666666","0","0","0","0","0","-","1","0.00","0.16","2","2","2","1","0","0","2","1","1","0","0","1","1","0","2","5","3","11","10","52.38"
"876","Sam Morton","CGY","C","3","24.116666666666667","0","0","0","0","0","-","3","0.00","0.65","7","5","4","2","0","1","10","1","0","0","1","1","2","1","9","0","1","11","8","57.89"
"877","Jacob Quillan","TOR","C","6","45.6","0","0","0","0","0","0.00","3","0.00","0.2","6","4","3","1","0","0","0","0","0","0","0","0","3","1","12","5","2","14","16","46.67"
"878","Mikulas Hovorka","FLA","D","1","10.466666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","0","0","0","-"
"879","Arttu Hyry","DAL","R","4","39.916666666666664","0","0","0","0","0","0.00","9","0.00","1.36","12","12","9","6","0","1","0","0","0","0","0","1","5","0","6","3","0","23","11","67.65"
"880","Kai Uchacz","VGK","C","3","34.55","0","0","0","0","0","0.00","2","0.00","0.14","3","2","1","1","0","1","5","1","0","1","0","1","1","0","7","3","3","12","13","48.00"
"881","Braeden Cootes","VAN","C","3","28.916666666666668","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","1","1","5","7","41.67"
